cps19_religion,cps19_province,cps19_yob,cps19_employment,cps19_gender,cps19_education,cps19_imm,cps19_bornin_canada,cps19_econ_retro,cps19_own_fin_retro,pes19_votechoice2019,pes19_nativism1,pes19_nativism5,pes19_immigjobs,age,attitude,cpes19_immigjobs,cpes19_nativism1,cpes19_nativism5
Baptist,British Columbia,66,Working for pay full-time,Male,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Stayed about the same,3,Conservative,Somewhat agree,Somewhat disagree,Somewhat disagree,34,2.0,2.0,4.0,2.0
Catholic,Quebec,71,Working for pay full-time,Female,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,3,Liberal,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,29,2.0,3.0,4.0,3.0
Catholic,Quebec,28,Retired,Male,Master degree,More immigrants,Canadian,Stayed about the same,2,Bloc Québécois,Somewhat agree,Somewhat disagree,Somewhat disagree,72,3.0,2.0,4.0,2.0
Jewish,Ontario,30,Working for pay full-time,Male,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Stayed about the same,2,Conservative,Somewhat disagree,Somewhat agree,Strongly disagree,70,2.0,1.0,2.0,4.0
Catholic,Quebec,38,Unemployed/ looking for work,Male,Some university,Fewer immigrants,Canadian,Stayed about the same,3,Bloc Québécois,Strongly agree,Somewhat agree,Neither agree nor disagree,62,1.0,3.0,5.0,4.0
Catholic,Quebec,81,Retired,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Somewhat agree,Somewhat disagree,Somewhat disagree,19,2.0,2.0,4.0,2.0
Atheist,Ontario,68,Working for pay full-time,Male,Master degree,More immigrants,Canadian,Got better,1,Liberal,Somewhat disagree,Strongly disagree,Strongly disagree,32,3.0,1.0,2.0,1.0
Catholic,Saskatchewan,63,Working for pay full-time,Female,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,37,2.0,2.0,3.0,2.0
Agnostic,Quebec,30,Retired,Male,Master degree,Fewer immigrants,Canadian,Stayed about the same,2,Bloc Québécois,Strongly agree,Somewhat disagree,Somewhat disagree,70,1.0,2.0,5.0,2.0
Catholic,Ontario,33,Self employed,Female,Professional degree or doctorate,More immigrants,Canadian,Stayed about the same,2,Liberal,Somewhat disagree,Strongly disagree,Strongly disagree,67,3.0,1.0,2.0,1.0
Catholic,Saskatchewan,41,Retired,Female,Completed secondary/ high school,About the same number of immigrants as now,Canadian,Got worse,2,Conservative,Somewhat agree,Neither agree nor disagree,Somewhat disagree,59,2.0,2.0,4.0,3.0
Catholic,Quebec,32,Retired,Female,Completed secondary/ high school,More immigrants,Canadian,Got worse,3,Conservative,Strongly agree,Strongly agree,Somewhat disagree,68,3.0,2.0,5.0,5.0
Catholic,Quebec,53,Working for pay full-time,Female,Master degree,Fewer immigrants,Immigrant,Stayed about the same,1,Conservative,Strongly agree,Somewhat disagree,Somewhat disagree,47,1.0,2.0,5.0,2.0
Catholic,Quebec,40,Retired,Male,Completed technical,Fewer immigrants,Canadian,Stayed about the same,2,Bloc Québécois,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,60,1.0,3.0,4.0,3.0
Atheist,Quebec,33,Retired,Male,Some technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Bloc Québécois,Strongly agree,Somewhat disagree,Somewhat disagree,67,2.0,2.0,5.0,2.0
Atheist,Quebec,70,Working for pay full-time,Male,Master degree,About the same number of immigrants as now,Immigrant,Stayed about the same,2,NDP,Strongly agree,Strongly disagree,Strongly disagree,30,2.0,1.0,5.0,1.0
Agnostic,Quebec,66,Working for pay full-time,Male,Bachelor degree,More immigrants,Canadian,Got worse,2,Conservative,Somewhat agree,Somewhat disagree,Strongly disagree,34,3.0,1.0,4.0,2.0
Catholic,Quebec,30,Retired,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Got better,2,Bloc Québécois,Strongly agree,Strongly disagree,Strongly disagree,70,2.0,1.0,5.0,1.0
Atheist,Quebec,72,Working for pay full-time,Male,Master degree,About the same number of immigrants as now,Canadian,Got better,1,Green Party,Somewhat agree,Strongly disagree,Somewhat disagree,28,2.0,2.0,4.0,1.0
Catholic,Quebec,33,Retired,Male,Some university,Fewer immigrants,Canadian,Got better,2,Liberal,Strongly agree,Somewhat disagree,Somewhat agree,67,1.0,4.0,5.0,2.0
Agnostic,Quebec,23,Retired,Male,Professional degree or doctorate,More immigrants,Canadian,Stayed about the same,2,Liberal,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,77,3.0,2.0,3.0,2.0
Catholic,Ontario,31,Retired,Female,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Neither agree nor disagree,Strongly disagree,Strongly disagree,69,2.0,1.0,3.0,1.0
Atheist,British Columbia,44,Working for pay full-time,Female,Completed technical,About the same number of immigrants as now,Canadian,Got worse,2,NDP,Strongly agree,Neither agree nor disagree,Somewhat agree,56,2.0,4.0,5.0,3.0
Catholic,Quebec,43,Working for pay full-time,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Got better,2,Bloc Québécois,Somewhat agree,Strongly disagree,Strongly disagree,57,2.0,1.0,4.0,1.0
Atheist,Quebec,68,Working for pay full-time,Male,Completed technical,More immigrants,Canadian,Got better,1,Liberal,Strongly disagree,Strongly disagree,Strongly disagree,32,3.0,1.0,1.0,1.0
Catholic,Quebec,39,Retired,Male,Some university,Fewer immigrants,Canadian,Got worse,2,Conservative,Strongly agree,Neither agree nor disagree,Somewhat agree,61,1.0,4.0,5.0,3.0
Catholic,Quebec,37,Retired,Male,Some university,Fewer immigrants,Canadian,Stayed about the same,2,Green Party,Strongly agree,Somewhat disagree,Neither agree nor disagree,63,1.0,3.0,5.0,2.0
Catholic,Quebec,30,Retired,Male,Completed secondary/ high school,About the same number of immigrants as now,Canadian,Stayed about the same,2,Bloc Québécois,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,70,2.0,3.0,5.0,3.0
Agnostic,Quebec,76,Student,Male,Some university,Fewer immigrants,Canadian,Stayed about the same,2,Bloc Québécois,Strongly agree,Somewhat agree,Neither agree nor disagree,24,1.0,3.0,5.0,4.0
Atheist,Manitoba,42,Working for pay part-time,Male,Bachelor degree,More immigrants,Canadian,Got better,2,Liberal,Somewhat agree,Strongly disagree,Strongly disagree,58,3.0,1.0,4.0,1.0
Atheist,Manitoba,43,Working for pay part-time,Female,Completed technical,Fewer immigrants,Canadian,Stayed about the same,2,Green Party,Strongly agree,Somewhat agree,Neither agree nor disagree,57,1.0,3.0,5.0,4.0
Catholic,Quebec,27,Retired,Male,Master degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,Conservative,Somewhat agree,Strongly disagree,Somewhat disagree,73,2.0,2.0,4.0,1.0
Catholic,Quebec,46,Working for pay full-time,Female,Some university,Fewer immigrants,Canadian,Got worse,3,Green Party,Strongly agree,Strongly agree,Neither agree nor disagree,54,1.0,3.0,5.0,5.0
Pentecostal/ Fundamentalist/ Born Again/ Evangelical,Alberta,34,Retired,Female,Some university,Fewer immigrants,Canadian,Got worse,3,Conservative,Strongly agree,Neither agree nor disagree,Strongly agree,66,1.0,5.0,5.0,3.0
Catholic,Alberta,51,Working for pay full-time,Female,Completed secondary/ high school,About the same number of immigrants as now,Canadian,Got worse,3,Green Party,Somewhat agree,Strongly disagree,Somewhat disagree,49,2.0,2.0,4.0,1.0
Muslim,British Columbia,42,Working for pay full-time,Male,Some university,More immigrants,Immigrant,Stayed about the same,2,Liberal,Somewhat agree,Strongly disagree,Strongly disagree,58,3.0,1.0,4.0,1.0
Jewish,Quebec,76,Working for pay part-time,Male,Completed technical,Fewer immigrants,Canadian,Stayed about the same,2,Liberal,Strongly agree,Strongly agree,Somewhat agree,24,1.0,4.0,5.0,5.0
Atheist,Quebec,67,Working for pay full-time,Male,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,1,Liberal,Somewhat agree,Somewhat disagree,Somewhat disagree,33,2.0,2.0,4.0,2.0
Buddhist,Alberta,46,Unemployed/ looking for work,Male,Completed technical,Fewer immigrants,Canadian,Got worse,3,Conservative,Strongly agree,Strongly agree,Somewhat agree,54,1.0,4.0,5.0,5.0
Atheist,Quebec,70,Working for pay full-time,Male,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Strongly agree,Strongly agree,Somewhat disagree,30,2.0,2.0,5.0,5.0
Catholic,Quebec,42,Working for pay full-time,Male,Completed secondary/ high school,Fewer immigrants,Canadian,Got better,2,Conservative,Strongly agree,Strongly agree,Strongly disagree,58,1.0,1.0,5.0,5.0
Catholic,Quebec,30,Retired,Female,Some university,Fewer immigrants,Canadian,Stayed about the same,3,Bloc Québécois,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,70,1.0,3.0,5.0,3.0
Atheist,British Columbia,51,Working for pay full-time,Female,Some university,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Strongly disagree,Strongly disagree,Somewhat disagree,49,2.0,2.0,1.0,1.0
Catholic,Quebec,35,Retired,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Got better,1,Liberal,Somewhat agree,Strongly disagree,Strongly disagree,65,2.0,1.0,4.0,1.0
Muslim,Ontario,66,Working for pay full-time,Male,Master degree,About the same number of immigrants as now,Canadian,Stayed about the same,3,Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,34,2.0,2.0,4.0,4.0
Catholic,Quebec,18,Retired,Male,Master degree,More immigrants,Canadian,Got better,2,Liberal,Somewhat agree,Strongly disagree,Strongly disagree,82,3.0,1.0,4.0,1.0
Catholic,Ontario,75,Working for pay full-time,Male,Master degree,About the same number of immigrants as now,Canadian,Stayed about the same,1,Liberal,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,25,2.0,2.0,3.0,2.0
Catholic,Quebec,65,Working for pay full-time,Male,Some technical,Fewer immigrants,Canadian,Got worse,2,Bloc Québécois,Strongly agree,Somewhat disagree,Somewhat agree,35,1.0,4.0,5.0,2.0
Atheist,Ontario,69,Working for pay full-time,Male,Bachelor degree,More immigrants,Canadian,Stayed about the same,1,NDP,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,31,3.0,3.0,4.0,3.0
Baptist,Alberta,74,Student,Male,Master degree,About the same number of immigrants as now,Canadian,Got worse,2,Conservative,Strongly agree,Somewhat disagree,Somewhat disagree,26,2.0,2.0,5.0,2.0
Anglican,Ontario,48,Self employed,Male,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,3,Green Party,Somewhat agree,Somewhat disagree,Neither agree nor disagree,52,2.0,3.0,4.0,2.0
Catholic,Quebec,71,Working for pay full-time,Male,Bachelor degree,Fewer immigrants,Canadian,Stayed about the same,2,People Party,Strongly agree,Neither agree nor disagree,Strongly disagree,29,1.0,1.0,5.0,3.0
Pentecostal/ Fundamentalist/ Born Again/ Evangelical,Alberta,69,Working for pay full-time,Male,Completed technical,Fewer immigrants,Canadian,Got worse,3,Conservative,Strongly agree,Somewhat agree,Neither agree nor disagree,31,1.0,3.0,5.0,4.0
Atheist,Alberta,66,Working for pay full-time,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,NDP,Somewhat agree,Neither agree nor disagree,Somewhat disagree,34,2.0,2.0,4.0,3.0
Catholic,Quebec,36,Retired,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,NDP,Somewhat agree,Somewhat disagree,Neither agree nor disagree,64,2.0,3.0,4.0,2.0
United Church of Canada,Ontario,41,Self employed,Female,Completed technical,About the same number of immigrants as now,Immigrant,Stayed about the same,2,NDP,Somewhat agree,Somewhat disagree,Strongly disagree,59,2.0,1.0,4.0,2.0
Catholic,Ontario,47,Working for pay full-time,Female,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,53,2.0,2.0,3.0,2.0
Atheist,Ontario,66,Self employed,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Got worse,3,Liberal,Somewhat agree,Strongly disagree,Neither agree nor disagree,34,2.0,3.0,4.0,1.0
United Church of Canada,Quebec,19,Retired,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Got better,2,Conservative,Somewhat agree,Neither agree nor disagree,Somewhat disagree,81,2.0,2.0,4.0,3.0
Catholic,Quebec,31,Retired,Female,Bachelor degree,More immigrants,Canadian,Got better,2,Liberal,Somewhat agree,Somewhat disagree,Strongly disagree,69,3.0,1.0,4.0,2.0
Protestant,Alberta,56,Unemployed/ looking for work,Female,Completed secondary/ high school,Fewer immigrants,Canadian,Got worse,3,Conservative,Strongly agree,Neither agree nor disagree,Somewhat agree,44,1.0,4.0,5.0,3.0
Catholic,Quebec,60,Working for pay full-time,Male,Completed technical,About the same number of immigrants as now,Canadian,Got better,1,Bloc Québécois,Strongly agree,Somewhat agree,Somewhat disagree,40,2.0,2.0,5.0,4.0
Catholic,Quebec,34,Retired,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Strongly agree,Somewhat disagree,Neither agree nor disagree,66,2.0,3.0,5.0,2.0
Christian Reformed,Ontario,72,Working for pay full-time,Male,Master degree,About the same number of immigrants as now,Canadian,Got worse,2,Conservative,Somewhat agree,Somewhat agree,Strongly agree,28,2.0,5.0,4.0,4.0
Catholic,Quebec,38,Retired,Male,Master degree,Fewer immigrants,Canadian,Got worse,3,Bloc Québécois,Strongly agree,Strongly agree,Neither agree nor disagree,62,1.0,3.0,5.0,5.0
Atheist,Manitoba,49,Working for pay full-time,Female,Completed technical,Fewer immigrants,Canadian,Got worse,2,Conservative,Strongly agree,Somewhat agree,Somewhat disagree,51,1.0,2.0,5.0,4.0
United Church of Canada,British Columbia,45,Working for pay full-time,Male,Some technical,Fewer immigrants,Canadian,Stayed about the same,2,NDP,Strongly agree,Somewhat agree,Strongly agree,55,1.0,5.0,5.0,4.0
Catholic,Quebec,29,Retired,Female,Master degree,More immigrants,Canadian,Got better,1,Liberal,Neither agree nor disagree,Strongly disagree,Strongly disagree,71,3.0,1.0,3.0,1.0
Presbyterian,Ontario,27,Retired,Female,Some technical,More immigrants,Canadian,Stayed about the same,2,NDP,Strongly disagree,Strongly disagree,Strongly disagree,73,3.0,1.0,1.0,1.0
Catholic,Quebec,40,Retired,Female,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Bloc Québécois,Somewhat agree,Somewhat disagree,Somewhat disagree,60,2.0,2.0,4.0,2.0
Atheist,Quebec,66,Working for pay full-time,Male,Bachelor degree,Fewer immigrants,Canadian,Got worse,2,NDP,Strongly agree,Somewhat agree,Somewhat agree,34,1.0,4.0,5.0,4.0
Catholic,Alberta,77,Working for pay full-time,Male,Bachelor degree,Fewer immigrants,Canadian,Got worse,1,Conservative,Strongly agree,Neither agree nor disagree,Somewhat agree,23,1.0,4.0,5.0,3.0
Catholic,Quebec,35,Working for pay full-time,Male,Bachelor degree,More immigrants,Canadian,Got better,1,Liberal,Somewhat agree,Strongly disagree,Strongly disagree,65,3.0,1.0,4.0,1.0
Atheist,Alberta,63,Working for pay full-time,Female,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,3,NDP,Neither agree nor disagree,Strongly disagree,Strongly disagree,37,2.0,1.0,3.0,1.0
Presbyterian,Ontario,32,Retired,Male,Bachelor degree,About the same number of immigrants as now,Immigrant,Got worse,2,Conservative,Strongly agree,Somewhat agree,Somewhat agree,68,2.0,4.0,5.0,4.0
Atheist,Quebec,66,Working for pay full-time,Male,Some university,More immigrants,Canadian,Stayed about the same,1,Liberal,Somewhat disagree,Somewhat agree,Somewhat disagree,34,3.0,2.0,2.0,4.0
Agnostic,Quebec,69,Working for pay full-time,Male,Some university,More immigrants,Canadian,Stayed about the same,1,Liberal,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,31,3.0,2.0,3.0,2.0
Catholic,Quebec,44,Self employed,Male,Some secondary/ high school,More immigrants,Canadian,Stayed about the same,2,Bloc Québécois,Somewhat agree,Neither agree nor disagree,Somewhat disagree,56,3.0,2.0,4.0,3.0
Catholic,Quebec,35,Self employed,Female,Completed secondary/ high school,Fewer immigrants,Canadian,Got worse,3,People Party,Strongly agree,Neither agree nor disagree,Strongly agree,65,1.0,5.0,5.0,3.0
Catholic,Quebec,35,Retired,Female,Some technical,About the same number of immigrants as now,Canadian,Stayed about the same,3,Bloc Québécois,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,65,2.0,3.0,4.0,3.0
Catholic,Quebec,31,Retired,Female,Master degree,About the same number of immigrants as now,Canadian,Got better,2,Bloc Québécois,Somewhat agree,Somewhat disagree,Somewhat disagree,69,2.0,2.0,4.0,2.0
Catholic,Quebec,42,Working for pay full-time,Female,Bachelor degree,Fewer immigrants,Canadian,Got better,2,Liberal,Strongly agree,Somewhat disagree,Neither agree nor disagree,58,1.0,3.0,5.0,2.0
Catholic,Quebec,22,Retired,Male,Completed elementary school,About the same number of immigrants as now,Canadian,Got better,2,Bloc Québécois,Somewhat agree,Somewhat agree,Strongly disagree,78,2.0,1.0,4.0,4.0
Atheist,Alberta,67,Working for pay full-time,Male,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Stayed about the same,1,Conservative,Somewhat disagree,Somewhat disagree,Strongly disagree,33,2.0,1.0,2.0,2.0
